Date,AAPL,MSFT,AMZN,GOOGL,FB,TSLA,BRK-B,JPM,JNJ,NVDA,V,PG,UNH,HD,DIS,PYPL,MA,VZ,NFLX,ADBE,INTC,CMCSA,CSCO,PFE,PEP,KO,MRK,T,NKE,WMT,XOM,BMY,ABBV,COST,MCD,WBA,MDT,ACN,AVGO,AMGN,TXN,HON,NEE,QCOM,IBM,TMO,PM,CVX,ORCL
1980-12-12 00:00:00+00:00,0.1283479928970337,,,,,,,5.722221851348877,1.8776040077209473,,,2.019531011581421,,,0.9659479856491089,,,,,,0.4296880066394806,0.17558300495147705,,0.9018219709396362,1.3541669845581055,0.6276040077209473,1.9812870025634766,,0.14648400247097015,0.0667319968342781,4.921875,2.6843090057373047,,,1.1327159404754639,0.2998049855232239,0.6425780057907104,,,,2.609375,8.26253604888916,1.4609379768371582,,15.714627265930176,2.633744955062866,,12.28125,
1980-12-15 00:00:00+00:00,0.12165199965238571,,,,,,,5.759259223937988,1.9010419845581055,,,2.019531011581421,,,0.9608100056648254,,,,,,0.4296880066394806,0.17558300495147705,,0.9018219709396362,1.3541669845581055,0.625,2.0077929496765137,,0.1523440033197403,0.0664059966802597,4.945312976837158,2.662000894546509,,,1.1296299695968628,0.29882800579071045,0.6210939884185791,,,,2.6197919845581055,8.26253604888916,1.46875,,15.41586971282959,2.677640914916992,,12.296875,
1980-12-16 00:00:00+00:00,0.11272300034761429,,,,,,,5.814815044403076,1.9765629768371582,,,2.0,,,0.9659479856491089,,,,,,0.43229201436042786,0.1739570051431656,,0.9018219709396362,1.3472219705581665,0.640625,1.9978530406951904,,0.1484380066394806,0.06510400027036667,5.101562976837158,2.6694369316101074,,,1.1234569549560547,0.2958979904651642,0.6152340173721313,,,,2.5989580154418945,8.481016159057617,1.4609379768371582,,15.83413028717041,2.5240049362182617,,12.8125,
1980-12-17 00:00:00+00:00,0.11551299691200256,,,,,,,6.0,1.9895830154418945,,,1.996093988418579,,,0.9659479856491089,,,,,,0.42447900772094727,0.17558300495147705,,0.9191179871559143,1.3541669845581055,0.65625,1.9547820091247559,,0.14257800579071045,0.06477899849414825,5.273437976837158,2.721487045288086,,,1.111111044883728,0.3007810115814209,0.6367189884185791,,,,2.5885419845581055,8.858391761779785,1.484375,,15.595124244689941,2.5898489952087402,,13.3125,
1980-12-18 00:00:00+00:00,0.11886200308799744,,,,,,,6.1666669845581055,1.9817709922790527,,,2.0,,,0.9787930250167847,,,,,,0.421875,0.18858900666236877,,0.929000973701477,1.375,0.65625,2.0011661052703857,,0.14648400247097015,0.06575500220060349,5.210937976837158,2.6694369316101074,,,1.1018520593643188,0.29492199420928955,0.6367189884185791,,,,2.507812976837158,8.97756290435791,1.5859379768371582,,15.206740379333496,2.6117970943450928,,13.125,
1980-12-19 00:00:00+00:00,0.12611599266529083,,,,,,,6.185184955596924,1.9947919845581055,,,1.984375,,,0.981361985206604,,,,,,0.40104201436042786,0.19021500647068024,,0.9487670063972473,1.375,0.6614580154418945,2.0409250259399414,,0.1523440033197403,0.06543000042438507,5.140625,2.676872968673706,,,1.10493803024292,0.2929689884185791,0.6289060115814209,,,,2.3880209922790527,9.116596221923828,1.625,,15.445746421813965,2.5788750648498535,,13.0625,
1980-12-22 00:00:00+00:00,0.1322540044784546,,,,,,,6.277778148651123,2.0260419845581055,,,2.046875,,,1.035310983657837,,,,,,0.40104201436042786,0.1967180073261261,,1.015476942062378,1.4166669845581055,0.6822919845581055,2.12044095993042,,0.1523440033197403,0.06998699903488159,5.109375,2.7661020755767822,,,1.1419750452041626,0.2958979904651642,0.6367189884185791,,,,2.4192709922790527,9.235767364501953,1.640625,,16.04326057434082,2.556926965713501,,13.15625,
1980-12-23 00:00:00+00:00,0.13783499598503113,,,,,,,6.1666669845581055,2.015625,,,2.078125,,,1.0532939434051514,,,,,,0.40885400772094727,0.19509199261665344,,1.015476942062378,1.444443941116333,0.6979169845581055,2.1071879863739014,,0.15625,0.078125,5.023437976837158,2.7884089946746826,,,1.1358020305633545,0.296875,0.6308590173721313,,,,2.4401040077209473,8.97756290435791,1.6484379768371582,,16.073135375976562,2.4581620693206787,,12.921875,
1980-12-24 00:00:00+00:00,0.14508900046348572,,,,,,,6.203703880310059,2.039062976837158,,,2.101562976837158,,,1.0481560230255127,,,,,,0.41666701436042786,0.1918410062789917,,1.00559401512146,1.444443941116333,0.6979169845581055,2.087308883666992,,0.16210900247097015,0.07714799791574478,5.023437976837158,2.840459108352661,,,1.1512349843978882,0.3017579913139343,0.625,,,,2.5182290077209473,8.898116111755371,1.6484379768371582,,16.37189292907715,2.5349791049957275,,12.53125,
1980-12-26 00:00:00+00:00,0.15848200023174286,,,,,,,6.185184955596924,2.0833330154418945,,,2.121093988418579,,,1.0481560230255127,,,,,,0.42708298563957214,0.1918410062789917,,1.015476942062378,1.444443941116333,0.6979169845581055,2.10056209564209,,0.1640630066394806,0.07714799791574478,5.054687976837158,2.8702030181884766,,,1.14506196975708,0.3037109971046448,0.625,,,,2.5598959922790527,8.77894401550293,1.6484379768371582,,16.491395950317383,2.556926965713501,,12.625,
